,text
1417,starting  this video the hope its take me to the advance level so let start this:)
1418,jaada tar samjh nhi aaya kya ho rha h AGaR table aur column ke simple naam rakhte to jada ache se samajh ata par nhi tumhe cheeze tough bnani h sab jagah-<i>_</i> lagakr
1419,Hello.... I&#39;m from Bangladesh &amp; a newbie in the SQL world. <br>You&#39;re just amazing in this field. It&#39;s so much helpful for me. Thanks a lot &amp; God bless you.
1420,BEST AND EASY TO LEARN FOR BEGINEERS❤❤❤
1421,"Hi Rishabh, I am really enjoy your class . Thank you so  much!!!!"
1422,"You don&#39;t cover operator in this video, just intro🤔"
1423,Great content sir
1424,order of execution:  select  from  where group by having order by limit
1425,Great teaching style Rishab. I appreciate your effort and looking forward to learning from you.
1426,thank you so much for this video sir ..........
1427,please also suggest where i can practice sql
1428,nested query mai <br>WHERE amount &gt;(select avg(amount) from payment)<br>iski jagah direct<br><br>WHERE amount&gt;avg(amount)<br><br>nahi likh sakte kya?
1429,I have enjoyed this material but small one feedback - This is too fast &quot; bhai Thoda pause leke sikhaao. <br>Overall Brilliant!
1430,B com students bhi sql kr sakte ha
1431,"Hey rishabh <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1806"">30:06</a>   In ADD COLUMN   syntax  datatype is missing."
1432,"hello , i face another problem when i want to import csv file from folder , it shows this error <br>[  &quot;  Utility file not found. Please correct the Binary Path in the Preferences dialog  &quot; ]   what i do now ??"
1433,"Hi, I am unable to run the Pgadmin"
1434,hello
1435,Hey this video is really helpful
1436,"Assignment No.1 - SELECT, FROM, WHERE, GROUP BY, HAVING, ORDER BY, LIIMIT"
1437,"OMG......Rishabh, your channel has the full potential of reaching at least 1 million subscribers very soon, Keep the good work ON. You made it so much easy and understandable for even non-IT background individuals. Please make such video on POWER BI as well"
1438,Bhai seriously taras gaya tha Hindi video dekhne ke liye about SQL normally South Indians SQL ka topic cover karte hain and samajhna thoda problematic hota hai. Thnks Bro😊 for this awesome video👍🏻
1439,"hello , i face a problem . when i want to create table , it shows me error . the error is  like that <br>{ <br>ERROR:  column &quot;custid&quot; of relation &quot;customer&quot; does not exist<br>LINE 2: (CustID, CustName, Age, City, Salary)<br>         ^    <br>   }    what i do now ? plz help  me to sort out this problem"
1440,"HELLO SIR,  i AM GETTING AN ERROR , WHILE  I DO THE FUNCTION OF INSERT<br>INSERT INTO customer<br>(CustID,CustName,Age,City,Salary)<br>VALUES<br>(1, &#39;Sam&#39;,26,&#39;Delhi&#39;,9000),<br>(2,&#39;Ram&#39;,19, &#39;Bangalore&#39;, 11000),<br>(3,&#39;Pam&#39;, 31,&#39;Mumbai&#39;, 6000),<br>(4, &#39;Jam&#39;, 42, &#39;Pune&#39;, 10000);<br><br>iT IS SHOWING ERROR LIKE THIS<br>ERROR:  column &quot;custid&quot; of relation &quot;customer&quot; does not exist<br>LINE 2: (CustID,CustName,Age,City,Salary)<br>         ^<br>SQL state: 42703<br>Character: 23"
1441,I&#39;m in cls 12th with cs and really annoyed coz i wasn&#39;t able to learn sql properly but glad that i found this vdo your pdf + vdo is really amazing. Thankyou bhaiya lots of love ❤️✨
1442,Think my brother
1443,"Hi Rishabh, I am learning SQL from your tutorial. I am not not IT background but you have explained very well. I am using MAC Book. <br>Pls suggest me how to download SQL in this."
1444,Grate work easy to understand  and explanation was very well good
1445,"create table payment<br>(<br>id serial unique primary key,<br>Name varchar(200),<br>mode varchar (200),<br>date_payments date);<br><br>alter table payment<br>add amount int ;<br><br>Select * from payment<br><br>insert into payment<br>(name,mode,date_payments,amount)<br>values<br>(&#39;anmol&#39;,&#39;mobile pay&#39;,2023-02-01 ,10003450),<br>(&#39;sub&#39;,&#39;cash pay&#39;,2023-01-02, 100004),<br>(&#39;tab&#39;,&#39;credit pay&#39;,2023-01-03, 1000640),<br>(&#39;jay&#39;,&#39;cash pay&#39;,2023-01-04, 10003450),<br>(&#39;zap&#39;,&#39;cash pay&#39;,2023-01-05, 1000340),<br>(&#39;acca&#39;,&#39;cash pay&#39;,2023-01-06, 10054300),<br>(&#39;anl&#39;,&#39;credit pay&#39;,2023-01-07, 10000),<br>(&#39;amol&#39;,&#39;mobile pay&#39;,2023-01-08, 1003400),<br>(&#39;mol&#39;,&#39;mobile pay&#39;,2023-01-09, 1000340),<br>(&#39;anol&#39;,&#39;cash pay&#39;,2023-01-10, 1000340),<br>(&#39;apmol&#39;,&#39;cash pay&#39;,2023-01-11, 100030),<br>(&#39;admol&#39;,&#39;cash pay&#39;,2023-01-12, 100500),<br>(&#39;atmol&#39;,&#39;cash pay&#39;,2023-01-13, 100300),<br>(&#39;armol&#39;,&#39;mobile pay&#39;,2023-01-14, 103000),<br>(&#39;aaumol&#39;,&#39;mobile pay&#39;,2023-01-15, 210000),<br>(&#39;anlol&#39;,&#39;credit pay&#39;,2023-01-16, 1000);<br><br><br><br><br>bro bta sakte es main kya problem ha"
1446,Is this video enough for job with SQL??
1447,"Excellent way of teaching. Checked so many videos, this is the best one to learn from and understand easily. Keep up the good work and thanks for sharing your knowledge."
1448,Bro practical examples of joins to batya hi ni ki kaunse questions mein kre
1449,Maine apse Excel sikha hai ab sql shik rha
1450,How to download PDF file
1451,so much help full for me 😍😍😍😍😍
1452,Really helpful
1453,🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
1454,as a powerbi developer do we need to learn Power apps &amp; power Automate ? how Power apps &amp; power Automate. will benefit for PBI developer.
1455,"I am doing advance Excel<br>But from your channel I learn power BI, SQL <br>And I hope this help to boost my career"
1456,plz create a video plsql also
1457,Bhai chota sa hi camera icon lga lete
1458,Hi brother. Thanks a lot for posting such an amazing videos on youtube regarding data analytics. <br>I was going through sql tutorial and while inserting data into table it is only taking numeric values but not characters and throwing errors could you please help me with the same.
1459,bhaiya ak video me thoda yeh bhi explain krdey ki as a data analyst how  in work place we do work  with these tools ...or with SQL only
1460,"ERROR:  column &quot;id&quot; does not exist<br>LINE 3: WHERE ID = 3;<br>              ^<br>SQL state: 42703<br>Character: 62<br><br>I am getting above error, when I am updating column, pls assist"
1461,"Hi brother . Thanks a lot for posting such an amazing video however i am getting an error while creating a table in pgadmin 4 :<br>  CREATE TABLE Student<br>  (<br>  &quot; id&quot; int8 primary key,<br>);<br><br>I am getting error in last line and could not rectify why is that because i wrote the same code. Showing error for &quot; );&quot; please assist"
1462,Sir please python ka bata dijiye kaha se padha...
1463,Loved your videos sir 😍
1464,"Select, From, LIMIT, WHERE, GROUP BY, HAVING, ORDER BY."
1465,How to disable update option in MySQL workbench in Mac?
1466,DATA ANALYST KO CLEAN DATA PER WORK KRNA  HOTA HAI YA ROW DATA MILTA HAI
1467,"bro<br>first . <br>table main grade keliye konsa data type use kre<br> <br>second.<br> instert ke time per error a rha ha grade options main<br><br>Create table classroom<br>(<br>	id serial primary key,<br>    name varchar(150)Not Null,<br>    age int ,<br>	grade varchar(10)<br>);<br><br>Insert into classroom<br>(id,name,age,grade)<br>values<br>(1,anmol,12,a);"
1468,This is what i want....Thanks Rishabh this  video was very helpful for me.
1469,🥰🥰🥰thank you sir
1470,Sir can we share SQL project in GitHub??
1471,Best video 👌❤️
1472,sir ek example primary &amp; foreign key ka btlado plz
1473,Your channel is the best channel i have ever came across for the original free education channel ❣️❣️  lovee and thanks for your contribution ❣️
1474,like to banta h
1475,sir what we have to learn after watching your this video
1476,apne konsa editor use kiya
1477,Why My pgAdmin Is Showing Fatal Error And i i Can&#39;t Fix It Help Me
1478,Hey Rishabh ! you are good trainer i like your videos and the way of teaching.
1479,Great video. Completed on one sit.  Needed more videos like that. ❤
1480,"Brother,<br>you are awesome yaar.... u explain very well 💗💗💗"
1481,Hi Rishab this is quality video. I am able to create my doubt.
1482,sir can we skip stored procedure
1483,While i was adding a column <br>ALTER TABLE customer<br>ADD COLUMN bloodgroup; <br><br>It was showing syntax error at or near ; <br><br><br>What to do in this ..i am unable to find my mistake??
1484,"Quick assignment answer: Select, from, where, groupby, having, Orderby , Limit"
1485,"SELECT,FROM,LIMIT,WHERE,GROUP BY, HAVING,ORDER BY"
1486,Paa ji ek bat bolni thi aapse ❤<br>Love you 🤟<br><br>This video is very help for me 😊<br>Thank you 🙏🙏🙏
1487,"sur sql ka to pta nhi but apki presentation bdi achi lgi ,kese bnate ho ap is trh ka vedio jisme khud ko by face display kr skte hai"
1488,"Assignment 1: <br>Order of execution in SQL is <br>SELECT, FROM ,WHERE, GROUP BY, HAVING, ORDER BY, LIMIT"
1489,"Sir, please post the separate docx. set of csv files for practice"
1490,Sir percent rank ko to rank ka jaise hon chaiye kyuki vo 7 parts ma divided ha aur dence rank to sirf 5parts ma divided ha @rishabhmishraofficial
1491,"SQL seekhne k liye backend ki language aana jaroori hai kya??<br>Jaise php,nodejs,django???"
1492,"Hi ,<br>If we use update command than tha values comes down automatically, let me know why this happens ?"
1493,Thank you sir
1494,Thank you brother for saving my money..if I get the job definitely I will pay for it very much thanks from bottom of my ❤️❤️
1495,GOOD CONTENT 👍
1496,Alter table bata do sir
1497,Great bhaiya the way you teaches that&#39;s superb ❤🙏
1498,"when i put insert command mentioned below error comes<br><br>&#39;ERROR:  column &quot;‘sam’&quot; does not exist<br><br>LINE 5: (1, ‘sam’, 26, ‘Delhi’, 9000),<br>            ^<br>SQL state: 42703<br>Character: 71"
1499,"Yeah it&#39;s really easy &amp; nice explain Thank you sir, you have shown query type for &quot;insert into&quot;, can we do it directly without writing query as in Table creation"
1500,Thanks you😊
1501,is your video covering all topics?
1502,It&#39;s gr8❤❤❤
1503,"SELECT, FROM, WHERE,ORDER BY, LIMIT, GROUP BY, HAVING"
1504,Hi...amazing lec shared by u .<br>Can u pls tell me form where I can downlaod this sql
1505,how to view timestamp in these videos ?
1506,IS normalization available  in this tutorial?
1507,Is this course enough to get a job as a SQL developer ? 😅
1508,Can u share test_data table I&#39;m little bit confused about the window function bcz understanding this concept for first time but I&#39;m sure that I will ace this concept after practice..... actually u help me alot despite of I have knowledge about SQL....
1509,"Subscribed bro, I am Superstar 💫👍🍫"
1510,Very nicly explained. 😊
1511,Thank u sir🤗
1512,"LOVED THE COMPLETE VIDEO....YOU HAVE COVERED ALMOST ALL TOPICS FROM SCRATCH TO ADVANCE, THANK YOU FOR MAKING CONTENT.....WILL FOLLOW YOU ALWAYS BROTHER. LOTS AND LOTS OF SUPPORT TO YOU."
1513,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1567"">26:07</a> ye table kb banwa di sir pura confuse kr dia"
1514,"Hello Rishabh, I am Rohit from non IT background who has just started learning SQL, the way you taught is really awesome. It would be great if you can provide an input in one small query that &quot;from where did you copy the data which you paste in table query&quot;? at video time 21.17 <br>although I have learnt the same way through right click on table then click on create the table"
1515,select<br>from<br>where<br>group by<br>having<br>limit<br>order by
1516,PDF document is not downloading. It is very necessery. It would be great if u sovle it.
1517,"Hi Rishabh, Thank you so much for your content, your teaching style is amazing too. This is one of the best tutorials on SQL that I have come across."
1518,Amazing 🎉
1519,Bhai Aaj se aap mere Guru ho...💪💪💪
1520,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=5880"">1:38:00</a> Aakash, Dharti, Vayu, Agni... 🤣Water(PANI) ko bhi le lena chahiye tha n sir.. Panch tatva ho jate 😂<br>Joke Apart Nice Explanation..👍"
1521,Do i have to learn anything extra or this is enough...
1522,sir make a video on github  please
1523,Bhai aapki video bahut acchi hain but bahut jyaada ads aatien hain jo interrupt kar dete hain flow ko
1524,"26 :55 wale time par maine khud se ek Query likhi but error aa rha hai<br>&quot; ID&quot; of relation &quot; cust&quot; doesn&#39;t exist - Jabki Select * From cust krke ,  Integer ID table mein already aa rhe hai"
1525,Plz make a complete video in Python because your way of teaching and learning it&#39;s nice
1526,Impressive👍
1527,bro pgadmin ka download ka video dala ya nahi agar nahi dal a to dalo yaar new install karne main problem a rhai hai
1528,"Very informative, thanks a lot"
1529,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=5900"">1:38:20</a> <br>self join is a bit confusing as it is <br>storing manager details in T1 and emp details in T2         -&gt; when T1.emp_id = T2.manager_id<br>but storing emp details in T1 and manager details in T2  -&gt; when T1.manager_id = T2.emp_id<br><br>(lol got confused while writing so edited)"
1530,"hey rishabh ,abhi tak pura video nai dekha hain but samajh a raha uper se main non It banda"
1531,Select - from - group by - having - where - limit - order by
1532,thank you sir<br>this video is very helpful   and your  the way of explain is fabulos.
1533,"ERROR:  column &quot;id&quot; of relation &quot;customer&quot; does not exist<br>LINE 2: (id,name,age,city,salary)<br>I am getting this error, pls assist"
1534,"Thank you sir , this is very helpful and crystal clear concept. and i am Qualify the Interview. and again Thank You So Much."
1535,"SELECT, LIMIT, FROM, WHERE , HAVING ,GROUP BY, ORDER BY"
1536,Hi I want to join course for data analyst can you please suggest me which one is good to go i am really confused.
1537,"Sir can you explain in Case Expression what if your Amount is between 100-500, what happens then . i tried it SQL is showing error for &lt;="
1538,Helpful video
1539,"hello , i just started watching ur SQL tutorial for beginners as I am non-IT professional so this video is helping me to understand the topic in a very simplest way .Thank you so much for helping beginners.<br>Order of execution - FROM, WHERE, GROUP BY, HAVING, SELECT, ORDER BY, LIMIT"
1540,"its a good and very quick overview of databases<br><br><a href=""https://studio.youtube.com/video/5qkoHIXulkA/edit"">https://studio.youtube.com/video/5qkoHIXulkA/edit</a>"
1541,FROM-WHERE-GROUPBY-HAVING-SELECT-ORDERBY-LIMIT
1542,Very Informative video. Thank you
1543,very good lecture. keep sharing knowledge.
1544,rishabh you do one on one classes also. if so please let me know i am interested. thank you
1545,"HI Rishabh, can you please tell me how to reset the SQL Password as i am new to this and mistakenly i forgot my password for the same or any other alternative option you can provide me ?"
1546,Very nice
1547,This video is really helpful<br>Thank you for you unconditional support to the creators.<br>Please make series on c# sql project
1548,Thank you very much sir🙏
1549,"Hi Rishabh, Please make a video on Python and related to learn in Data Analyst. Your video and teaching method is so amazing. I learn too many things from your video."
1550,Bro!  Allah aapko khush rakhe
1551,Mujhayy  large  GIS data base ko sql sa handling pr video chiay ....kindly work on it
1552,Thank you very uch for such ha best practical video ....great
1553,Wow amazing session loved it thanks for sharing the knowledge Rishabh.Appreciate your efforts 👍🤩.
1554,Sir can we join more than 2tables if yes then how ?
1555,Sir ye kaun sa version hai
1556,"Nice shirt, Relience se lia mene same shirt, BTW vey useful videos.... I am learning"
1557,Sir plz make video on sql &amp; mysql interviews que ans .
1558,"Sir, Thanx a lot, I have completed this course😀😀😀"
1559,"I have imported a csv table into postgresql, multiple columns have null values, I want to replace null with 0 in whole table, and my table has more than 15 columns &amp;  5K rows.<br>Sir, how can I replace all null values with 0 using the shortest query?"
1560,Big respect to you bro ♥
1561,@Rishabh ji data modelling ka bhi banao.
1562,Rishabh ji mera second comment. Pyspark ke upor video banao aisa lon 2 to 3 hurs ka. Bahut hi helpful video. Mujhe SQL achha see nahi aata that but aapke video ne bahut head take concept ko clear kiya. Great help. Thank you so much for your time to help. Hindi me banao.Thanks
1563,Wow Amazing Course very informative especially for the beginners. Thank You Rishabh Mishra
1564,thanks for the notes brother😃😃
1565,this video is very helpful for learning  SQL
1566,"Rishabh Bhai, you deserve so much love, respect n blessings for sharing knowledge. Your quality of explanation is second to none. 👏👏 Someone from non IT background like me is enjoys your videos so much. Keep up the great work."
1567,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3900"">1:05:00</a>Answer: Select,from,group by,having,where,order by,limit"
1568,please share link to download
1569,The way of communication and teaching both are too good. Thanks Rishabh Mishra Ji.
1570,"Sir data analytics k upar aur sare videos banao<br>Bohot he helpfull hota hai apka videos...<br>Business math, statistics kitna padhna chahiya<br>Soft skill me kya kya sikhe ,kaise sikhe iska v videos banaiye"
1571,Rishbh ji best video. I am commenting in half. Data engineering related SQL interview question ko batao ge to help hoga.
1572,"Order Of execution in SQL:<br>FROM, WHERE,SELECT,GROUP BY,HAVING,ORDER BY,LIMIT"
1573,"Select , from ,where,limit, group by,having,order by"
1574,Sir can we use 2 aggregate function at a time if yes then what is the syntax .... If I want to use Max and avg function together
1575,Query written me chahiye
1576,Thanks aapke video ne bahut acche se explain kia ❤
1577,SELECT <br>FROM <br>GROUP BY <br>HAVING <br>ORDER BY<br>limit
1578,"Which one is most demanding for a job.<br>MySQL, MS SQL, postgresql"
1579,Nice explanation...Non IT baground person like me can understand SQL just by watching This video. Thank you very much
1580,Hi sir . Aap bahut easy way se sql  bolre sir . Thank you soo much . Aur phython bhi Hindi me apki classes video banvayiye sir please.
1581,Sir sql  aap se sikhe ke maja aagya ita na easy smjya hai apne 👌👌👌<br>Hm jese bacho ka dyn rhkte ho jinko English km aati hai tori. Tq so mach sir
1582,"Way of teaching is showing detailed knowledge u have and u know how anyone can understand so I&#39;m lucky bcz I got ur YouTube Channel, Thanks Rishabh Bhiya 🙏."
1583,Thanks alot sir watched so many videos of sql but didn&#39;t get a content like you. Thanks a ton!
1584,👍👌🙏
1585,Thanx Sir
1586,From where we can download pdf... PlZ provide us pdf as well. Thanks
1587,For Python language please share video
1588,Bhai Excel ke liye kuch achi video laao aap
1589,Pdf ka link de do sir
1590,I think order of execution will be same as you wrote their <br>order of execution : SELECT FROM WHERE GROUP BY HAVING ORDER BY LIMIT
1591,plz make for power Hi also
1592,Thank you sir
1593,Bhai ye sahi tha 😅😅😅<br>SELECT *( SABKUCH) FROM...
1594,Thank u so much for video..really u r helping us lot
1595,PLZ SHARE LINK OF PG ADMIN
1596,Bhaiya full data analytics ka course banao  jisse apki vdo padke kahi or nahi jana chahiye Hindi me banana
1597,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1121"">18:41</a> bhosdu kya likra h"
1598,"Sir i was planned to follow you and learn everything related to data analyst from your videos and not to join any course, like upgrad, intellipant, simplilearn and many others will it work ??? to get high paying job as a fresher"
1599,is this mysql ?? can you plese share its link so that i can also download it and use the same one
1600,Better than paid courses....thank you very very much for this content....god bless u..
1601,Sir while using insert into it is showing that error in custid so what I need to do now ?
1602,"SELECT,<br>FROM,<br>WHERE,<br>GROUP BY;<br><br>ORDER BY LIMIT"
1603,I am learning SQL for interview . Is this 1 video is enough to crack interview q&amp;a ??
1604,I &#39;m Not Sure But   <br><br>Order Of Execution In SQL In Sequence :<br>SELECT <br>FROM <br>WHERE <br>GROUP BY <br>HAVING <br>ORDER BY <br>LIMIT
1605,How to download PgsQL in windows?
1606,One of the best tutor - love from Pakistan
1607,Best tutorial for SQL at YouTube
1608,hey rishabh your sql video is fantastic keep it up broooo 👍👍👍👍
1609,"i have watched so many SQL tutorial till now in Hindi and English both but the way you explain was fabulous man even small non tech child can understand this . Really you are helping many students and Non-IT Professional, keep making Such a good content. 😇"
1610,views and stored procs is the only thing missing ?
1611,Bhai ki favorite Tshirt :)
1612,This is my one of the best video in SQL Learning Journey.😉😉😉😉
1613,"Hello Rishabh, How can I get sql free software?"
1614,Sir ap konsa data base use krte hy.please btaen. Or install kr k bhe dekhain request hy. Apki ki videos 🥰👍
1615,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=7999"">2:13:19</a> Lead(column_ name, no. of value we want to skip), also do same for lag       note: This same concept, we use for getting a round value where we specified  the no of digit after decimal😄🤗,By the way thankuuuuu very much for this knowledgeable vdo."
1616,Great video bro. Refreshed my SQL skills. Thanks a lot
1617,"Getting bored- &quot;Khud se pucho ki shuru kyu kiya tha, career mei kuch bada karna hai&quot; ?     this never made me bored!!"
1618,"BRO Technical terms ko bhi smgana tha like key- value pairs, schema n all the terms which are related to IT anyone from non-IT background could face these problems hope u understand what i wanna say."
1619,"Thank you sir , this is very helpful and crystal clear concept ."
1620,"hey rishab, where do i learn sql in  advance l in youtube in hindi??? do you have any reccommendations"
1621,Bro pgadmin4 installed but servers are getting buffer not getting loaded please help how can I get rid of it
1622,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3899"">1:04:59</a> Order of execution:-  FROM-&gt; WHERE-&gt; SELECT-&gt; GROUP BY-&gt; HAVING-&gt; ORDER BY-&gt; LIMIT"
1623,Very good brother that will realy take lot of efforts to get right content …
1624,Assignment 1answer: <br>Order of execution in SQL:<br>SELECT<br>FROM<br>WHERE<br>GROUP BY<br>HAVING<br>ORDER BY<br>LIMIT
1625,🙏
1626,"Hi Rishabh, <br>Thank you for the tutorial! <br>It is easy to understand &amp; practice.<br><br>I have some doubts. How can I contact you?"
1627,To much informative video. Nailed it.
1628,Really appreciable so much of clearance for SQL ..Good for beginners.  Thanks for providing such videos youtube as well as sir 🎉
1629,bhaiya this video is enough for beginners or we can go for udemy course for further
1630,"🙏😒Kash humny bhi B.E (I.T) se kary hoty , achy salary per bade sehaar m job karty"
1631,"Excellent video sir<br>Lead me ek confusion tha ki lead me 1st and 2nd value me big value ati hai pr jab 2 ka gap dete hai to 1st aur 3rd value me compare hota hai ya 1st, 2nd, 3rd tino me??"
1632,"Thanks for the video, I would request could you please make a tutorial on GoogleBIG query."
1633,Just completed course great experience but i want know which application used to  execute the SQL query i mean SQL platform??🎉
1634,"Very cut to cut, liked it"
1635,"Rishabh sir kosna software hum use kar skte ha hum SQL  k lia, can u give me the link so i can install in my system."
1636,Really worthy video.....Awesome explained brother💯💯🙌🙌
1637,The best SQL video in YouTube that I have ever seen. Your explanation make SQL very easy. I really appreciate your hard work. Thanku Mr. Rishabh😊
1638,Bhai Really Maza aa gya. Thank u
1639,"Hey Rishabh, i m from non it background.I m learning sql from this video. explanation is too good. I have a small doubt hoping you clear it. @ <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1678"">27:58</a>  i wrote custid = 2  and the whole row shifted to 4th position. why ? and how to solve this?"
1640,seedhi battt no bakwas ❤
1641,"Sir hum study kar liye , but please batao certificate kese milega"
1642,Sir please share machine learning tutorial
1643,Sir please share machine learning tutorial
1644,"Hello sir , from where we can download pdf of sql"
1645,"Thank you Brother, you teach beautifully and clear the topics very easily, any one can understand it perfectly and thanks for pdf."
1646,helpful and easy to understand
1647,Thank u sir
1648,how does mysql and postgre sql differs ? does the syntax changes drastically ?
1649,Just completed full SQL Course✅.<br>Must say one of the best course series I have come across. Its really helpful and u have made the learning so easy to understand. Keep up the good work Man !!! 😀
1650,Hi rishabh would you mind sharing your linkedin url so that i can connect with you.  I am actually totally new to this field and I would be thankful if you can help me with few things.
1651,What is the difference between ‘Top’ and ‘limit’ sir.Please help
1652,Haw to daunload u r tutorial vidio pdf
1653,Sir data analysis  best Book kun huga python SQL सब का अलग अलग किताबें लेनी होगी किया सर please reply
1654,"good work , i have started learning as your contents are too good and you have explained very well"
1655,"Hi Sir , thanks for clearing a lot of concepts for SQL 🎉"
1656,please share download link of postgre sql
1657,Doing great work Love and respect from Pakistan ❤️❤️
1658,Is this usefull for class 12
1659,How to install SQL ? ... N which SQL need to be installed?
1660,In self join how is Emplyee name = Manage name?
1661,"Sir, command line syntax tutorial is available?? other than graphical interface."
1662,i am unable to download your PPT so please tell me how to  download
1663,Can you teach in tamil Or english
1664,"I am unable to download the ppt, could you please tell how to download this one"
1665,Excellent Course
1666,Best To Power of Best series... Thank You So Much
1667,"Hi Rishabh,<br>I have one doubt,<br>As chatgpt is in trend, will it overtake SQL in future <br>Will SQL have good scope in future<br>I have recently started learning from  your tutorials<br>Please suggest me"
1668,"Hi rishabh 👏thanknyiu for your effort,can you give any pdf link to study pls"
1669,Select from where (condition);<br>Group by<br>Having<br>Select order by from table_name;<br>Select limit ( column name) from table name;
1670,"ek level sir  ,"
1671,Do u have english version?
1672,"Thank you very much for sharing details video of SQL, indeed its useful"
1673,Can hacker hack SQL data ?  If yes I am not interested in your SQL.
1674,Interesting 😊
1675,hello rishabh i am a mech graduate i am a fresher. learned POWER BI dashboard using excel. now learning this SQL to improve my POWER BI skills.    to get a good job thanks a lot.
1676,The order of execution for a SQL query is:<br>FROM- WHERE- SELECT- GROUP BY-  HAVING- ORDER BY- LIMIT
1677,"hey @rishabh what this error is could you please help me     ERROR:  syntax error at or near &quot;&quot;ID&quot;&quot;<br>LINE 3:   &quot;ID&quot; int8 PRIMARY KEY,<br>          ^<br>SQL state: 42601<br>Character: 27"
1678,Sir can we edit the column names while we inserting values in the table? While inserting the values 1 column shows error so how can i edit that column in a table?
1679,Apne sql ka koi project bhi bnaya h kya plj upload video
1680,👍
1681,Sir IT mein full interview English mein hota sir vedio bhut help full hi thanks sir
1682,Hello sir ...i am having a ERROR. column id of relation customer does not exist ...while inserting into customer ...pls help
1683,Aapne pg admin install Kiya hai na woh kaise install kare ye bataiye
1684,Fabulous content Rishabh 👍❣️ thanks
1685,"Hi Rishabh, I&#39;m security guard from Maldives, I ma not a I&#39;m background but I like coding, I have done html, CSS, now I&#39;m learning SQL 🙏🙏"
1686,👍
1687,Hey sir I am pankaj saini from Rajasthan non it background I want to go in it sector now I am 2nd year student how can I go in it sector?.. and how sir please sir reply 🥺🥺🥺🥺🥺 sir please reply kijiye kya kru kya isme English bolna jaruri hota hai kya Bina English nhi ja sakte kya it sector mai please sir reply 🥺🥺🥺🥺😭😭🥺
1688,"Update customer<br>set &quot;mobile_name&quot; = 0000000000 , &quot;Last_name&quot; = &#39;jain&#39;<br>where mobile_name = 1111111111;"
1689,"Bro,SQL is not programming language at all!"
1690,Great Sir ji thanking you so much for this video..your explanation way is woww.👍😊 please keep it up these types of all courses..🙏🙏
1691,I saw many videos to grasp sql knowledge and can surely say you are one of the best explainers. Keep going.
1692,We love your efforts
1693,Subscribed
1694,Nice vdo
1695,Sir vdo Sir good presentation skills and clearly showed all screens sir is there any python course available on channel
1696,Thank you 😊. God bless you.
1697,"Hello, I am facing an error while Insert the values in the table"
1698,Thank you sir🎉<br>I have also study sql. <br>but you are nice explain.
1699,Is it enough to enter in to data analytics roles ??for sql ??do I need to learn any thing else regarding sql ??
1700,How to written mysql SQL query optimizations
1701,"Hi Rishabh,<br><br>Nice Explanation and easy to understand."
1702,"Order of execution in SQL:<br>SELECT, FROM, WHERE, GROUP BY, HAVING, ORDER BY, LIMIT<br><br>The order of execution for a SQL query is as follows:<br>FROM: The FROM clause is executed first, which specifies the table or tables from which data is being retrieved.<br>WHERE: The WHERE clause is executed next, which filters the data based on certain conditions.<br>SELECT: The SELECT clause is executed next, which specifies which columns to retrieve from the table or tables specified in the FROM clause.<br>GROUP BY: If a GROUP BY clause is present in the query, it is executed next, which groups the data by one or more columns.<br>HAVING: If a HAVING clause is present in the query, it is executed next, which filters the grouped data based on certain conditions.<br>ORDER BY: If an ORDER BY clause is present in the query, it is executed next, which sorts the data in ascending or descending order based on one or more columns.<br>LIMIT: If a LIMIT clause is present in the query, it is executed last, which limits the number of rows returned by the query."
