text,sentiment
sql seekhne k liye backend ki language aana jaroori hai kyajaise phpnodejsdjango,Negative
hi use update command tha value come automatically let know happens,Neutral
thank sir,Positive
thank brother save moneyif get job definitely pay much thanks bottom ❤️❤️,Positive
good content 👍,Negative
alter table bata sir,Positive
great bhaiya way teach thats superb ❤🙏,Positive
put insert command mention error comeserror column ‘ sam ’ existline 5 1 ‘ sam ’ 26 ‘ delhi ’ 9000 sql state 42703character 71,Neutral
yeah really easy nice explain thank sir show query type insert directly without write query table creation,Positive
thanks you😊,Positive
video cover topic,Neutral
gr8❤❤❤,Positive
select whereorder limit group,Negative
hiamazing lec share u u pls tell form downlaod sql,Positive
view timestamp video,Neutral
normalization available tutorial,Positive
course enough get job sql developer 😅,Positive
u share testdata table im little bit confuse window function bcz understand concept first time im sure ace concept practice actually u help alot despite knowledge sql,Negative
subscribe bro superstar 💫👍🍫,Positive
nicly explain 😊,Neutral
thank u sir🤗,Positive
love complete videoyou cover almost topic scratch advance thank making contentwill follow always brother lots lot support,Positive
2607 ye table kb banwa di sir pura confuse kr dia,Negative
hello rishabh rohit non background start learn sql way teach really awesome would great provide input one small query copy data paste table query video time 2117 although learnt way right click table click create table,Positive
selectfromwheregroup byhavinglimitorder,Positive
pdf document download necessery would great u sovle,Neutral
hi rishabh thank much content teach style amaze one best tutorial sql come across,Positive
amaze 🎉,Positive
bhai aaj se aap mere guru ho💪💪💪,Neutral
13800 aakash dharti vayu agni 🤣waterpani ko bhi le lena chahiye tha n sir panch tatva ho jate 😂joke apart nice explanation👍,Negative
learn anything extra enough,Positive
sir make video github please,Positive
bhai aapki video bahut acchi hain bahut jyaada ad aatien hain jo interrupt kar dete hain flow ko,Neutral
26 55 wale time par maine khud se ek query likhi error aa rha hai id relation cust doesnt exist jabki select cust krke integer id table mein already aa rhe hai,Negative
plz make complete video python way teach learning nice,Neutral
impressive👍,Positive
bro pgadmin ka download ka video dala ya nahi agar nahi dal dalo yaar new install karne main problem rhai hai,Neutral
informative thanks lot,Positive
13820 self join bit confuse store manager detail t1 emp detail t2 t1empid t2manageridbut store emp detail t1 manager detail t2 t1managerid t2empidlol get confused writing edit,Positive
hey rishabh abhi tak pura video nai dekha hain samajh raha up se main non banda,Negative
select group limit order,Negative
thank sirthis video helpful way explain fabulos,Positive
error column id relation customer exist line 2 idnameagecitysalaryi get error pls assist,Negative
thank sir helpful crystal clear concept qualify interview thank much,Positive
select limit group order,Negative
hi want join course data analyst please suggest one good go really confused,Positive
sir explain case expression amount 100500 happens tried sql showing error,Positive
helpful video,Positive
hello start watch ur sql tutorial beginner nonit professional video help understand topic simple way thank much help beginnersorder execution group select order limit,Positive
good quick overview databasesstudioyoutubecomvideo5qkohixulkaedit,Neutral
fromwheregroupbyhavingselectorderbylimit,Positive
informative video thank,Positive
good lecture keep sharing knowledge,Positive
rishabh one one class also please let know interested thank,Positive
hi rishabh please tell reset sql password new mistakenly forget password alternative option provide,Neutral
nice,Positive
video really helpfulthank unconditional support creatorsplease make series c sql project,Positive
thank much sir🙏,Positive
hi rishabh please make video python relate learn data analyst video teach method amaze learn many thing video,Positive
bro allah aapko khush rakhe,Positive
mujhayy large gi data base ko sql sa handle pr video chiay kindly work,Positive
thank uch ha best practical video great,Positive
wow amaze session love thanks share knowledge rishabhappreciate effort 👍🤩,Positive
sir join 2tables yes,Positive
sir ye kaun sa version hai,Positive
nice shirt relience se lia mene shirt btw vey useful video learn,Positive
sir plz make video sql mysql interview que an,Positive
sir thanx lot complete course😀😀😀,Positive
import csv table postgresql multiple column null value want replace null 0 whole table table 15 column 5k rowssir replace null value 0 use short query,Neutral
big respect bro ♥,Negative
rishabh ji data model ka bhi banao,Neutral
rishabh ji mera second comment pyspark ke upor video banao aisa lon 2 3 hurs ka bahut hi helpful video mujhe sql achha see nahi aata aapke video ne bahut head take concept ko clear kiya great help thank much time help hindi banaothanks,Positive
wow amazing course informative especially beginner thank rishabh mishra,Positive
thanks note brother😃😃,Positive
video helpful learning sql,Neutral
rishabh bhai deserve much love respect n blessing share knowledge quality explanation second none 👏👏 someone non background like enjoys videos much keep great work,Positive
10500answer selectfromgroup byhavingwhereorder bylimit,Positive
please share link download,Neutral
way communication teach good thanks rishabh mishra ji,Positive
sir data analytics k upar aur sare video banaobohot helpfull hota hai apka videosbusiness math statistic kitna padhna chahiyasoft skill kya kya sikhe kaise sikhe iska v video banaiye,Positive
rishbh ji best video comment half data engineering relate sql interview question ko batao ge help hoga,Positive
order execution sqlfrom whereselectgroup byhavingorder bylimit,Positive
select wherelimit group byhavingorder,Negative
sir use 2 aggregate function time yes syntax want use max avg function together,Negative
query write chahiye,Neutral
thanks aapke video ne bahut acche se explain kia ❤,Positive
select group order bylimit,Negative
one demand jobmysql m sql postgresql,Positive
nice explanationnon baground person like understand sql watch video thank much,Positive
hi sir aap bahut easy way se sql bolre sir thank soo much aur phython bhi hindi apki class video banvayiye sir please,Positive
sir sql aap se sikhe ke maja aagya ita na easy smjya hai apne 👌👌👌hm jese bacho ka dyn rhkte ho jinko english km aati hai tori tq mach sir,Positive
way teach show detailed knowledge u u know anyone understand im lucky bcz get ur youtube channel thanks rishabh bhiya 🙏,Positive
thanks alot sir watch many video sql didnt get content like thanks ton,Positive
👍👌🙏,Positive
thanx sir,Positive
download pdf plz provide u pdf well thanks,Neutral
python language please share video,Positive
bhai excel ke liye kuch achi video laao aap,Neutral
pdf ka link de sir,Neutral
think order execution write order execution select group order limit,Positive
plz make power hi also,Positive
thank sir,Positive
bhai ye sahi tha 😅😅😅select sabkuch,Negative
thank u much videoreally u r help u lot,Positive
plz share link pg admin,Positive
bhaiya full data analytics ka course banao jisse apki vdo padke kahi nahi jana chahiye hindi banana,Neutral
1841 bhosdu kya likra h,Neutral
sir plan follow learn everything relate data analyst videos join course like upgrad intellipant simplilearn many others work get high pay job fresher,Positive
mysql plese share link also download use one,Positive
well pay coursesthank much contentgod bless u,Positive
sir use insert show error custid need,Positive
selectfromwheregroup byorder limit,Positive
learn sql interview 1 video enough crack interview qa,Positive
sure order execution sql sequence select group order limit,Negative
download pgsql window,Neutral
one best tutor love pakistan,Positive
best tutorial sql youtube,Positive
hey rishabh sql video fantastic keep broooo 👍👍👍👍,Positive
watch many sql tutorial till hindi english way explain fabulous man even small non tech child understand really help many student nonit professional keep making good content 😇,Positive
view store procs thing miss,Positive
bhai ki favorite tshirt,Neutral
one best video sql learn journey😉😉😉😉,Positive
hello rishabh get sql free software,Neutral
sir ap konsa data base use krte hyplease btaen install kr k bhe dekhain request hy apki ki video 🥰👍,Positive
21319 leadcolumn name value want skip also lag note concept use get round value specify digit decimal😄🤗by way thankuuuuu much knowledgeable vdo,Neutral
great video bro refresh sql skill thanks lot,Positive
get bore khud se pucho ki shuru kyu kiya tha career mei kuch bada karna hai never make bore,Positive
bro technical term ko bhi smgana tha like key value pair schema n term relate anyone nonit background could face problem hope u understand wan na say,Negative
thank sir helpful crystal clear concept,Positive
hey rishab learn sql advance l youtube hindi reccommendations,Positive
bro pgadmin4 instal server get buffer get loaded please help get rid,Neutral
10459 order execution select group order limit,Negative
good brother realy take lot effort get right content …,Positive
assignment 1answer order execution sqlselectfromwheregroup byhavingorder bylimit,Positive
🙏,Positive
hi rishabh thank tutorial easy understand practicei doubt contact,Positive
much informative video nail,Neutral
really appreciable much clearance sql good beginner thanks provide videos youtube well sir 🎉,Positive
bhaiya video enough beginner go udemy course,Positive
🙏😒kash humny bhi se kary hoty achy salary per bade sehaar job karty,Positive
excellent video sirlead ek confusion tha ki lead 1st 2nd value big value ati hai pr jab 2 ka gap dete hai 1st aur 3rd value compare hota hai ya 1st 2nd 3rd tino,Neutral
thanks video would request could please make tutorial googlebig query,Positive
complete course great experience want know application use execute sql query mean sql platform🎉,Neutral
cut cut like,Negative
rishabh sir kosna software hum use kar skte ha hum sql k lia u give link install system,Negative
really worthy videoawesome explain brother💯💯🙌🙌,Positive
best sql video youtube ever see explanation make sql easy really appreciate hard work thanku mr rishabh😊,Positive
bhai really maza aa gya thank u,Positive
hey rishabh non backgroundi learn sql video explanation good small doubt hop clear 2758 write custid 2 whole row shift 4th position solve,Positive
seedhi battt bakwas ❤,Positive
sir hum study kar liye please batao certificate kese milega,Positive
sir please share machine learn tutorial,Positive
sir please share machine learn tutorial,Positive
hello sir download pdf sql,Neutral
thank brother teach beautifully clear topic easily one understand perfectly thank pdf,Positive
helpful easy understand,Positive
thank u sir,Positive
mysql postgre sql differs syntax change drastically,Neutral
complete full sql course✅must say one best course series come across really helpful u make learn easy understand keep good work man 😀,Positive
hi rishabh would mind share linkedin url connect actually totally new field would thankful help thing,Positive
difference ‘ top ’ ‘ limit ’ sirplease help,Positive
haw daunload u r tutorial vidio pdf,Neutral
sir data analysis best book kun huga python sql सब का अलग अलग किताबें लेनी होगी किया सर please reply,Positive
good work start learn content good explain well,Positive
hi sir thanks clear lot concept sql 🎉,Positive
please share download link postgre sql,Neutral
great work love respect pakistan ❤️❤️,Positive
usefull class 12,Positive
install sql n sql need instal,Neutral
self join emplyee name manage name,Neutral
sir command line syntax tutorial available graphical interface,Positive
unable download ppt please tell download,Neutral
teach tamil english,Negative
unable download ppt could please tell download one,Neutral
excellent course,Positive
best power best series thank much,Positive
hi rishabhi one doubtas chatgpt trend overtake sql future sql good scope futurei recently start learn tutorialsplease suggest,Positive
hi rishabh 👏thanknyiu effortcan give pdf link study pls,Neutral
select conditiongroup byhavingselect order tablenameselect limit column name table name,Neutral
ek level sir,Positive
u english version,Negative
thank much sharing detail video sql indeed useful,Positive
hacker hack sql data yes interested sql,Neutral
interest 😊,Neutral
hello rishabh mech graduate fresher learn power bi dashboard use excel learn sql improve power bi skill get good job thanks lot,Positive
order execution sql query isfrom select group order limit,Negative
hey rishabh error could please help error syntax error near id line 3 id int8 primary key sql state 42601 character 27,Negative
sir edit column name insert value table insert value 1 column show error edit column table,Positive
apne sql ka koi project bhi bnaya h kya plj upload video,Neutral
👍,Positive
sir mein full interview english mein hota sir vedio bhut help full hi thanks sir,Positive
hello sir error column id relation customer exist insert customer pls help,Negative
aapne pg admin install kiya hai na woh kaise install kare ye bataiye,Neutral
fabulous content rishabh 👍❣️ thanks,Positive
hi rishabh im security guard maldives im background like cod do html cs im learn sql 🙏🙏,Neutral
👍,Positive
hey sir pankaj saini rajasthan non background want go sector 2nd year student go sector sir please sir reply 🥺🥺🥺🥺🥺 sir please reply kijiye kya kru kya isme english bolna jaruri hota hai kya bina english nhi ja sakte kya sector mai please sir reply 🥺🥺🥺🥺😭😭🥺,Positive
update customer set mobilename 0000000000 lastname jain mobilename 1111111111,Neutral
brosql programming language,Negative
great sir ji thank much videoyour explanation way woww👍😊 please keep type courses🙏🙏,Positive
saw many video grasp sql knowledge surely say one best explainers keep go,Negative
love effort,Positive
subscribed,Positive
nice vdo,Positive
sir vdo sir good presentation skill clearly show screen sir python course available channel,Positive
thank 😊 god bless,Positive
hello face error insert value table,Neutral
thank sir🎉i also study sql nice explain,Positive
enough enter data analytics role sql need learn thing else regard sql,Neutral
write mysql sql query optimization,Neutral
hi rishabhnice explanation easy understand,Negative
order execution sql select group order limitthe order execution sql query follow clause execute first specifies table table data retrieve clause execute next filter data base certain condition select select clause execute next specifies columns retrieve table table specify clause group group clause present query execute next group data one column clause present query execute next filter group data base certain condition order order clause present query execute next sort data ascend descend order base one columns limit limit clause present query execute last limit number row return query,Neutral
order execution sql query follow clause execute first specifies table table data retrieve clause execute next filter data base certain condition select select clause execute next specifies columns retrieve table table specify clause group group clause present query execute next group data one column clause present query execute next filter group data base certain condition order order clause present query execute next sort data ascend descend order base one columns limit limit clause present query execute last limit number row return query,Neutral
get errorerror relation cust exist line 1 insert cust sql state 42p01 character 13suggestions please,Neutral
assignment fristselectfromwheregroup byhaving order bylimitcorrect wrong right like comment,Negative
hello sir want learn vbaso please make full video start advance,Positive
good,Positive
sir plzz tell download ppt lecture,Positive
impressive,Positive
select groupby orderby limit,Negative
connect program language java cpp,Neutral
foreign key kha gye,Positive
please tell u install sql beacuse,Positive
thank rishabha video really help gain understanding sql im accounting background baki youtube channel sirf bakawas karate rahete salary ctc ka 🤣,Positive
awesome content way teach understandable,Positive
👍,Positive
sequence say question answer,Negative
primary foreign key use plss,Neutral
sir static ka full couse le aaye please reply sir,Positive
first thank rishabh siryou give free content youtube helpfull watch videos confidence build muchlots love ❤❤❤❤❤❤,Positive
want rishabh teach,Negative
outstanding video u make dear sir video enough interview project handle first job,Positive
make life easy god bless,Positive
order select group order limit,Negative
thank u much sir,Positive
hi create table 2nd method showing publiccust,Neutral
nice explanation,Negative
thank 🙏🙏🙏,Positive
sir python ka bhi video bana please,Positive
awesome 👍,Positive
cte window function necesery fresher learnig sql,Neutral
thankyou sir …really helpful 😊,Positive
selectfrom group byhaving order bylimitsame sequence say question answer,Negative
already concepts watch funcan recommend one book sqldata analyst,Negative
voice calmsoothing,Negative
wow content easy useful thanks lot man thank 🤩,Positive
well explain sir refer anytime get stuck sql problemsthank much,Positive
❤❤❤❤,Positive
quick assignment select limit wheregroupbyhavingorder,Negative
sir plzz recommend study dbms normalization part tough topic,Neutral
best bhyiafor current upcoming videos🥰,Positive
difference mysql postgresql dono ka cod part rhega na,Neutral
great video ♥️,Positive
install karna setnpm nodemon karna bhi sikha dete sir,Positive
wow awesome,Positive
bhaiya subquery logical wala phir se samjadejiye,Positive
selectlimitfromwheregroup byhavingorder,Positive
love explanation,Positive
clean clear precisesuperb 🔼,Neutral
cte store procedure,Positive
thank rishab,Positive
quick assignment 1ans stated🔥🔥🔥🔥✔✔,Positive
hello sir sql course help get job field,Positive
nice thank much 😍😍👍👍🙌🙌👌👌,Positive
exactly show still show error,Positive
sir u provide u pdf tutorial,Neutral
want know extract day name extract function,Positive
hi risabhput explantion put bracket comma space etc basic thing use sqlbut question use new learner zeroso plz guide thatplz reply karna bhai,Neutral
select groupby limit,Negative
software link,Neutral
get 6 variable sqlsimple right,Neutral
get training company data analyst fresher,Neutral
hello sir4115 pe utility file foundcorrect binary path dikharaha hai,Neutral
nice sir ❤,Positive
great teaching,Positive
hey rishab thanks provide,Positive
hi rishabhi feel privileged youtube recommend videoi non professional willing learn change vertical video far best value addition learn library thank yousimplified easy learn vernacular language,Positive
​ rishabhmishraofficial bhiya sql v microsoft sql server another one u say use data analyst role one u suggest accord data analyst roadmap please help,Positive
download sql please make full video windows 10and make full detail setup custom data analystand make use please fast,Positive
sir please send link pdf download please helpful,Neutral
hello sir aap online class lete ho kya mujhe malum test course sikhna hai,Positive
civil engineering dont want data analyst job good switch get job,Positive
hi sir able work time extract function mysql serverits give error build function foundwhy come like thatworking sql express,Positive
select group clause order,Negative
help best data analyst python sql,Positive
hello bro content videos good feel 1 improvement make future video explain concept fast kindly reduce take speed beneficial beginner best speed would like tell adjust video speed 75 would perfect speed,Positive
isse easy koi ye sub padhate de manu thank u bhaiyaap sach outstanding tarike se sub ko samjhaye hogreat,Positive
bhiya company join bhi krw dijiye,Positive
sir use view temporary table instead cte table,Positive
best explanation really help lot,Positive
fb link,Neutral
sir select command dql type 🤔,Positive
nice,Positive
hi sql case sensitive matter use small capital word,Neutral
see many video sql best video 👍👍 nice explanation,Negative
sir yahi full sql course pls sql workbench ke uppar banayie plss,Positive
sir mujhe sqlpython power bi aata ha mujhe bina gradutaion k bhi data analyst ki job mil skti ha kya,Positive
simply awesome,Positive
great job please keep,Positive
beautifully explain thanks great job,Positive
nicely explain,Neutral
sir sql course sufficient data analyst roadmap sql section,Neutral
hello rishabh im nonit professional begin learn sql videos explanation extremely helpful im make comment middle videos thanks hard work,Positive
thanks lot share knowledge learn lot video,Positive
thank sir explain course properly easily,Positive
video help lot thanks much,Positive
bro sql kin logo ke liye hai please reply 🙏❤️,Neutral
hello rishabh bhaiya video amaze note easy helpful thanks bhaiya 🤘👌🤘🤘💞,Positive
really appriciate ur way teach like see ur tutorial non background person like easily understand think one best teaching quality ever see appriciate bro keep go 👍,Positive
u also provide vedio tableau,Neutral
use chatgpt genearte sql commandsas make work easier,Positive
nice simple n lucid teacherhats offm lame person savvy tech hobby learnerlearntsql basic welltq tonn,Negative
superb tutorial mishra ji,Positive
please upload python data science videospython,Neutral
hi rishabh thank soo much make video,Positive
superb content specially already learn sql want quick revise hisher sql understanding,Positive
hello sir everything good download sql please explain code write pad also,Positive
hi rishabh u please assist download install sql query system,Neutral
bhai course best someone absolutely new difficult understand write query step step like click all…you copy querie say run absolute layman bit difficult understand need click,Positive
thank bro put much effort make sql topic easy time able completely understand sql pointer mention god bless bhai 👏🙌,Positive
rishabh bahiya data engineer data science ka course start kiya hu communication skill weak pls make video improvepls bhaiya,Positive
hello rishabh first time im learn sql complete delightful learn experience thank share knowledge candid way actually help learn please personteacher bcoz youre awesome keep help stay bless always wish success good wishesquick assignment 1 order execution select limit group order,Positive
sir u r great tnx knowledge,Positive
hey rishabh non background halfway really enjoy way taught design keep good work go,Positive
insert specific data new column table create earlier,Positive
sir ye apka video kya enough hai interview ke liye,Positive
sir provide certificate free cost,Positive
insert value table code run error relation exist fix,Negative
thanks alot full video amaze,Positive
bhai ek question hai difference mysql postgresql learn someone know one mysqlpostgresql company require need learn another sql thing,Positive
sql install krna padega kya kya hum online b प्रॅक्टिस kr sakte hai,Neutral
video help also sql problem solution notplease repliedhave good weekend,Positive
hi sir kya ap mujhe thoda guide kr skte ho maine graduation 🎓 beacher management study kiya hai sir mujhe database work krna hai 1 sql job krne ke liyekya html cs javascript en sabhi language ko ana jaruri hai kya2 jab mujhe ye sab language ayega tabhi mai sql ayega,Positive
hello sir app ke video se sql learn karaha hu ek problem aarah ke inner join lagte samay relation country exit esa error ara usme wo wala column esa error kyu aara hai kya pata plz tell aur sir inner join lagte samay 2 column sy konse 1 first column lagay,Positive
nice explanation,Negative
thanks informative session mate really appreciate 🙏👍,Positive
good video 🥰🥰,Positive
thanks sir useful tutorial,Positive
sir try lot pg admin insert data show column columnname relation tablename dose exist please help,Positive
hello sir code type karte problem kara sir ‘ ’ wala symbol kaise dena hai nhi samjat ara plz tell,Positive
hello sir im doha qatar great experience single video speak power way teach amazing learnt one day alhamdulillah sir want talk personally please share whatsapp somehow,Positive
sir please make videos sql question practice,Positive
nice explanationthank contenti must say underrated tutorkeep go sir,Positive
best sql course nice,Positive
sir best editor sql practice,Positive
sir tell best site practice sql query,Positive
one best course series ever see clearly neatly explain organised definition syntax example practise important pdf document keep notesthanks video help lot understand follow sql,Positive
sir aap please eek video subqueries window function cursorstriggersviewsindex recursive cte materialise view multiple join ke liye advance sql please upload kronabig fan content,Neutral
nice,Positive
bhaiya im request please make another video sql question,Positive
please make video oracle pl sql,Positive
order executionselect limit order group,Positive
get relation exit error use insert command solve,Neutral
sir mysql seekhne ke liye sql jruri h kyaa gurujii plz reply,Positive
thank,Positive
please explain schema brief,Neutral
best content make like really,Positive
sir please start course data analytics,Neutral
sir great easy way learn sql agar mujhe pata hota apke vedio youtube par hai mai pay sql nhe karta thanks,Positive
sql server download link dijye plz,Neutral
one best sql course ❤️sirwhat freshers salary python full stack developer,Positive
thank,Positive
hello sir weak cod cod test data analyst rolethen overcome itplease suggest learn cod,Positive
bro apka power bi kha h,Positive
thanks 🙏,Positive
one best sql course,Positive
hello sir plz tell best institute data analyst course,Positive
sir sound,Positive
sir complete data analyst course please 🙏,Neutral
power query aur dax necessary h kya data analyst ki job mein,Positive
ek full power bi course video bana dijiye sir,Positive
sir dql tcl,Positive
sir complete r language google course learn python well,Positive
best resource sql 👍,Positive
thank sooo much sir,Positive
practice mysql crack interview,Neutral
best certification course data analyst,Positive
sir learn full sql type job future plz tell sir❤️,Positive
thank ❤️,Positive
ese hi course excel power bike liye bhi laiye sir,Positive
sir sql mein kon konse topic cover karke interview job ke liye ready ho sakte hai fresher,Neutral
sir mujhe data analyst banna haimera basic computer course ho gaya haiiske bad konsa course kare please road map bataiye please,Neutral
bro whats maximum pay fresh data analyst get complete 5 syllabus python sql statistic excel power bi ♦️♦️ let assume student thoroughly complete everything,Neutral
bai window function ko zra dobara clear krdo ye samaj ni aara please,Neutral
one best course ❤️❤️❤️❤️,Positive
video good help alot stuck python function make easy,Positive
good still want deep understanding go deep data relate feild,Negative
thank,Positive
thank much sir,Positive
